LATITUDE,LONGITUDE,STATION,STRATUM,YEAR,DATETIME,WTCPUE,NUMCPUE,COMMON,GENUS_SPECIES,SID,BOT_DEPTH,BOT_TEMP,SURF_TEMP,VESSEL,CRUISE,HAUL
63.48783,-167.07217,ZZ-03,0,1982,9/10/1982__9:00:00_AM,0.0415,3.668,slender_eelblenny,Lumpenus_fabricii,23807,22,5.2,7.4,21,198202,71
63.48783,-167.07217,ZZ-03,0,1982,9/10/1982__9:00:00_AM,2.1836,0.6878,polar_eelpout,Lycodes_turneri,24189,22,5.2,7.4,21,198202,71
63.48783,-167.07217,ZZ-03,0,1982,9/10/1982__9:00:00_AM,1.5598,-9999,blackspined_sea_star,Lethasterias_nanimensis,80200,22,5.2,7.4,21,198202,71
63.63367,-166.021,AA-04,0,1982,9/10/1982__4:00:00_AM,10.0978,-9999,purple-orange_sea_star,Asterias_amurensis,81742,22,8.3,9.4,21,198202,69
63.63367,-166.021,AA-04,0,1982,9/10/1982__4:00:00_AM,0.2148,14.6832,Arctic_cod,Boreogadus_saida,21725,22,8.3,9.4,21,198202,69
63.63367,-166.021,AA-04,0,1982,9/10/1982__4:00:00_AM,2.4708,-9999,sea_peach_unid.,Halocynthia_sp.,98200,22,8.3,9.4,21,198202,69
63.63367,-166.021,AA-04,0,1982,9/10/1982__4:00:00_AM,0.9667,-9999,,Leptasterias_groenlandica,80110,22,8.3,9.4,21,198202,69
63.63367,-166.021,AA-04,0,1982,9/10/1982__4:00:00_AM,8.3789,-9999,blackspined_sea_star,Lethasterias_nanimensis,80200,22,8.3,9.4,21,198202,69
63.63367,-166.021,AA-04,0,1982,9/10/1982__4:00:00_AM,0.0107,-9999,blood_sea_star,Henricia_leviuscula,80544,22,8.3,9.4,21,198202,69
63.63367,-166.021,AA-04,0,1982,9/10/1982__4:00:00_AM,0.9667,-9999,,Leptasterias_polaris,80590,22,8.3,9.4,21,198202,69
63.63367,-166.021,AA-04,0,1982,9/10/1982__4:00:00_AM,0.0107,-9999,rose_sea_star,Crossaster_papposus,81095,22,8.3,9.4,21,198202,69
63.63367,-166.021,AA-04,0,1982,9/10/1982__4:00:00_AM,0.0216,-9999,green_sea_urchin,Strongylocentrotus_droebachiensis,82510,22,8.3,9.4,21,198202,69
63.63367,-166.021,AA-04,0,1982,9/10/1982__4:00:00_AM,0.0107,-9999,brittlestar_unid.,Ophiuroidea,83000,22,8.3,9.4,21,198202,69
63.63367,-166.021,AA-04,0,1982,9/10/1982__4:00:00_AM,2.0947,-9999,basketstar,Gorgonocephalus_eucnemis,83020,22,8.3,9.4,21,198202,69
63.63367,-166.021,AA-04,0,1982,9/10/1982__4:00:00_AM,0.9132,7.1048,saffron_cod,Eleginus_gracilis,21735,22,8.3,9.4,21,198202,69
63.63367,-166.021,AA-04,0,1982,9/10/1982__4:00:00_AM,0.086,2.8419,snailfish_unid.,Liparidae,22200,22,8.3,9.4,21,198202,69
63.63367,-166.021,AA-04,0,1982,9/10/1982__4:00:00_AM,0.0216,1.1841,slender_eelblenny,Lumpenus_fabricii,23807,22,8.3,9.4,21,198202,69
63.63367,-166.021,AA-04,0,1982,9/10/1982__4:00:00_AM,1.042,-9999,kuro_argid,Argis_lar,66611,22,8.3,9.4,21,198202,69
63.63367,-166.021,AA-04,0,1982,9/10/1982__4:00:00_AM,0.4296,-9999,circumboreal_toad_crab,Hyas_coarctatus,68577,22,8.3,9.4,21,198202,69
63.63367,-166.021,AA-04,0,1982,9/10/1982__4:00:00_AM,0.7519,-9999,snow_crab,Chionoecetes_opilio,68580,22,8.3,9.4,21,198202,69
63.63367,-166.021,AA-04,0,1982,9/10/1982__4:00:00_AM,3.5451,-9999,red_king_crab,Paralithodes_camtschaticus,69322,22,8.3,9.4,21,198202,69
63.63367,-166.021,AA-04,0,1982,9/10/1982__4:00:00_AM,0.086,-9999,,Beringius_beringii,71772,22,8.3,9.4,21,198202,69
63.63367,-166.021,AA-04,0,1982,9/10/1982__4:00:00_AM,2.1485,-9999,fat_whelk,Neptunea_ventricosa,71882,22,8.3,9.4,21,198202,69
63.63367,-166.021,AA-04,0,1982,9/10/1982__4:00:00_AM,16.3282,-9999,,Neptunea_heros,71884,22,8.3,9.4,21,198202,69
63.63367,-166.021,AA-04,0,1982,9/10/1982__4:00:00_AM,0.1288,-9999,mussel_unid.,Mytilidae,74050,22,8.3,9.4,21,198202,69
63.63367,-166.021,AA-04,0,1982,9/10/1982__4:00:00_AM,0.1075,-9999,,Evasterias_sp.,80010,22,8.3,9.4,21,198202,69
63.63367,-166.021,AA-04,0,1982,9/10/1982__4:00:00_AM,0.4296,2.8419,yellowfin_sole,Limanda_aspera,10210,22,8.3,9.4,21,198202,69
63.63367,-166.021,AA-04,0,1982,9/10/1982__4:00:00_AM,0.9667,0.4737,starry_flounder,Platichthys_stellatus,10220,22,8.3,9.4,21,198202,69
63.63367,-166.021,AA-04,0,1982,9/10/1982__4:00:00_AM,0.5909,1.421,Alaska_plaice,Pleuronectes_quadrituberculatus,10285,22,8.3,9.4,21,198202,69
63.63367,-166.021,AA-04,0,1982,9/10/1982__4:00:00_AM,0.0107,0.2368,sturgeon_poacher,Podothecus_accipenserinus,20040,22,8.3,9.4,21,198202,69
63.63367,-166.021,AA-04,0,1982,9/10/1982__4:00:00_AM,0.3761,18.9461,Arctic_staghorn_sculpin,Gymnocanthus_tricuspis,21315,22,8.3,9.4,21,198202,69
63.63367,-166.021,AA-04,0,1982,9/10/1982__4:00:00_AM,6.2304,4.7365,plain_sculpin,Myoxocephalus_jaok,21371,22,8.3,9.4,21,198202,69
63.63367,-166.021,AA-04,0,1982,9/10/1982__4:00:00_AM,1.5038,-9999,giant_sea_star,Evasterias_echinosoma,80020,22,8.3,9.4,21,198202,69
63.65517,-163.06183,AA-08,0,1982,9/7/1982__10:00:00_PM,1.4343,10.2152,plain_sculpin,Myoxocephalus_jaok,21371,11,9.8,10.3,21,198202,44
63.65517,-163.06183,AA-08,0,1982,9/7/1982__10:00:00_PM,0.0221,-9999,,Beringius_beringii,71772,11,9.8,10.3,21,198202,44
63.65517,-163.06183,AA-08,0,1982,9/7/1982__10:00:00_PM,1.1032,-9999,,Neptunea_heros,71884,11,9.8,10.3,21,198202,44
63.65517,-163.06183,AA-08,0,1982,9/7/1982__10:00:00_PM,0.0109,-9999,Greenland_cockle,Serripes_groenlandicus,75285,11,9.8,10.3,21,198202,44
63.65517,-163.06183,AA-08,0,1982,9/7/1982__10:00:00_PM,0.331,-9999,giant_sea_star,Evasterias_echinosoma,80020,11,9.8,10.3,21,198202,44
63.65517,-163.06183,AA-08,0,1982,9/7/1982__10:00:00_PM,0.1104,-9999,blackspined_sea_star,Lethasterias_nanimensis,80200,11,9.8,10.3,21,198202,44
63.65517,-163.06183,AA-08,0,1982,9/7/1982__10:00:00_PM,16.5485,-9999,purple-orange_sea_star,Asterias_amurensis,81742,11,9.8,10.3,21,198202,44
63.65517,-163.06183,AA-08,0,1982,9/7/1982__10:00:00_PM,0.0109,-9999,sea_urchin_unid.,Echinacea,82500,11,9.8,10.3,21,198202,44
63.65517,-163.06183,AA-08,0,1982,9/7/1982__10:00:00_PM,0.1654,1.2161,Arctic_flounder,Liopsetta_glacialis,10155,11,9.8,10.3,21,198202,44
63.65517,-163.06183,AA-08,0,1982,9/7/1982__10:00:00_PM,0.8826,13.3771,yellowfin_sole,Limanda_aspera,10210,11,9.8,10.3,21,198202,44
63.65517,-163.06183,AA-08,0,1982,9/7/1982__10:00:00_PM,0.7722,1.2161,starry_flounder,Platichthys_stellatus,10220,11,9.8,10.3,21,198202,44
63.65517,-163.06183,AA-08,0,1982,9/7/1982__10:00:00_PM,1.5444,9.2424,Alaska_plaice,Pleuronectes_quadrituberculatus,10285,11,9.8,10.3,21,198202,44
63.65517,-163.06183,AA-08,0,1982,9/7/1982__10:00:00_PM,0.0109,0.2432,sturgeon_poacher,Podothecus_accipenserinus,20040,11,9.8,10.3,21,198202,44
63.65517,-163.06183,AA-08,0,1982,9/7/1982__10:00:00_PM,0.0109,0.2432,Bering_poacher,Occella_dodecaedron,20061,11,9.8,10.3,21,198202,44
63.65517,-163.06183,AA-08,0,1982,9/7/1982__10:00:00_PM,0.0109,0.2432,Pacific_herring,Clupea_pallasii,21110,11,9.8,10.3,21,198202,44
63.65517,-163.06183,AA-08,0,1982,9/7/1982__10:00:00_PM,0.0109,0.2432,sculpin_unid.,Cottidae,21300,11,9.8,10.3,21,198202,44
63.65517,-163.06183,AA-08,0,1982,9/7/1982__10:00:00_PM,0.0109,0.9729,Arctic_staghorn_sculpin,Gymnocanthus_tricuspis,21315,11,9.8,10.3,21,198202,44
63.65517,-163.06183,AA-08,0,1982,9/7/1982__10:00:00_PM,0.0109,0.2432,shorthorn_(=warty)_sculpin,Myoxocephalus_scorpius,21368,11,9.8,10.3,21,198202,44
63.65517,-163.06183,AA-08,0,1982,9/7/1982__10:00:00_PM,1.1032,1.9458,belligerent_sculpin,Megalocottus_platycephalus,21376,11,9.8,10.3,21,198202,44
63.65517,-163.06183,AA-08,0,1982,9/7/1982__10:00:00_PM,0.5516,6.0805,antlered_sculpin,Enophrys_diceraus,21388,11,9.8,10.3,21,198202,44
63.65517,-163.06183,AA-08,0,1982,9/7/1982__10:00:00_PM,0.0109,0.4864,eyeshade_sculpin,Nautichthys_pribilovius,21405,11,9.8,10.3,21,198202,44
63.65517,-163.06183,AA-08,0,1982,9/7/1982__10:00:00_PM,0.4964,16.539,saffron_cod,Eleginus_gracilis,21735,11,9.8,10.3,21,198202,44
63.65517,-163.06183,AA-08,0,1982,9/7/1982__10:00:00_PM,0.0109,0.2432,rainbow_smelt,Osmerus_mordax,23055,11,9.8,10.3,21,198202,44
63.65517,-163.06183,AA-08,0,1982,9/7/1982__10:00:00_PM,0.0331,0.4864,pighead_prickleback,Acantholumpenus_mackayi,23809,11,9.8,10.3,21,198202,44
63.65517,-163.06183,AA-08,0,1982,9/7/1982__10:00:00_PM,1.6549,-9999,sevenspine_bay_shrimp,Crangon_septemspinosa,66548,11,9.8,10.3,21,198202,44
63.65517,-163.06183,AA-08,0,1982,9/7/1982__10:00:00_PM,0.0221,-9999,sculptured_shrimp,Sclerocrangon_boreas,66601,11,9.8,10.3,21,198202,44
63.65517,-163.06183,AA-08,0,1982,9/7/1982__10:00:00_PM,0.0221,-9999,kuro_argid,Argis_lar,66611,11,9.8,10.3,21,198202,44
63.65517,-163.06183,AA-08,0,1982,9/7/1982__10:00:00_PM,0.4964,-9999,helmet_crab,Telmessus_cheiragonus,68781,11,9.8,10.3,21,198202,44
63.664,-172.718,AA-23,81,1982,9/3/1982__6:00:00_AM,0.0213,0.935,sturgeon_poacher,Podothecus_accipenserinus,20040,51,1.2,7.8,21,198202,11
63.664,-172.718,AA-23,81,1982,9/3/1982__6:00:00_AM,14.1019,-9999,snow_crab,Chionoecetes_opilio,68580,51,1.2,7.8,21,198202,11
63.664,-172.718,AA-23,81,1982,9/3/1982__6:00:00_AM,0.1061,-9999,kuro_argid,Argis_lar,66611,51,1.2,7.8,21,198202,11
63.664,-172.718,AA-23,81,1982,9/3/1982__6:00:00_AM,0.0105,-9999,thin-ribbed_whelk,Colus_herendeenii,71721,51,1.2,7.8,21,198202,11
63.664,-172.718,AA-23,81,1982,9/3/1982__6:00:00_AM,0.4771,0.2338,Pacific_cod,Gadus_macrocephalus,21720,51,1.2,7.8,21,198202,11
63.664,-172.718,AA-23,81,1982,9/3/1982__6:00:00_AM,2.1737,-9999,hermit_crab_unid.,Paguridae,69010,51,1.2,7.8,21,198202,11
63.664,-172.718,AA-23,81,1982,9/3/1982__6:00:00_AM,3.1809,-9999,,Leptasterias_polaris,80590,51,1.2,7.8,21,198202,11
63.664,-172.718,AA-23,81,1982,9/3/1982__6:00:00_AM,0.2438,-9999,blue_king_crab,Paralithodes_platypus,69323,51,1.2,7.8,21,198202,11
63.664,-172.718,AA-23,81,1982,9/3/1982__6:00:00_AM,0.0105,-9999,snail_unid.,Gastropoda,71500,51,1.2,7.8,21,198202,11
63.664,-172.718,AA-23,81,1982,9/3/1982__6:00:00_AM,0.0105,-9999,,Natica_clausa,71530,51,1.2,7.8,21,198202,11
63.664,-172.718,AA-23,81,1982,9/3/1982__6:00:00_AM,0.5302,-9999,,Neptunea_borealis,71835,51,1.2,7.8,21,198202,11
63.664,-172.718,AA-23,81,1982,9/3/1982__6:00:00_AM,4.4532,-9999,,Neptunea_heros,71884,51,1.2,7.8,21,198202,11
63.664,-172.718,AA-23,81,1982,9/3/1982__6:00:00_AM,0.0105,-9999,ladder_whelk,Buccinum_scalariforme,72752,51,1.2,7.8,21,198202,11
63.664,-172.718,AA-23,81,1982,9/3/1982__6:00:00_AM,0.5302,-9999,polar_whelk,Buccinum_polare,72755,51,1.2,7.8,21,198202,11
63.664,-172.718,AA-23,81,1982,9/3/1982__6:00:00_AM,0.0318,-9999,bivalve_unid.,Bivalvia,74000,51,1.2,7.8,21,198202,11
63.664,-172.718,AA-23,81,1982,9/3/1982__6:00:00_AM,0.0636,-9999,sea_star_unid.,Asteroidea,80000,51,1.2,7.8,21,198202,11
63.664,-172.718,AA-23,81,1982,9/3/1982__6:00:00_AM,0.0105,-9999,brittlestar_unid.,Ophiuroidea,83000,51,1.2,7.8,21,198202,11
63.664,-172.718,AA-23,81,1982,9/3/1982__6:00:00_AM,0.0531,-9999,basketstar,Gorgonocephalus_eucnemis,83020,51,1.2,7.8,21,198202,11
63.664,-172.718,AA-23,81,1982,9/3/1982__6:00:00_AM,0.2651,1.6363,Greenland_turbot,Reinhardtius_hippoglossoides,10115,51,1.2,7.8,21,198202,11
63.664,-172.718,AA-23,81,1982,9/3/1982__6:00:00_AM,6.5739,22.4404,Bering_flounder,Hippoglossoides_robustus,10140,51,1.2,7.8,21,198202,11
